Medicamento;Enlace;Sintomas
Clorotiazida;https://medlineplus.gov/spanish/druginfo/meds/a682341-es.html;"La clorotiazida se utiliza sola y en combinación con otros medicamentos para tratar la hipertensión arterial. La clorotiazida se usa para tratar el edema (retención de líquido; exceso de líquido retenido en los tejidos corporales) causado por varios problemas médicos, incluyendo el corazón, el riñón y enfermedades del hígado y para tratar el edema causado por el uso de ciertos medicamentos, incluyendo estrógeno y corticosteroides. La clorotiazida pertenece a una clase de medicamentos que se llaman diuréticos (""píldoras de agua""). Funciona provocando la eliminación por el riñón, a través de la orina, del agua y de sal innecesarias en el cuerpo."
Doxilamina;https://medlineplus.gov/spanish/druginfo/meds/a682537-es.html;La doxilamina se usa para el tratamiento de corto plazo del insomnio (dificultad para dormir o permanecer dormido). La doxilamina también se usa en combinación con descongestivos y otros medicamentos para aliviar los estornudos, la secreción nasal y la congestión nasal ocasionados por el resfriado común. No se debe recurrir a la doxilamina para inducir el sueño a los niños. La doxilamina pertenece a una clase de medicamentos llamados antihistamínicos. Actúa al bloquear la acción de la histamina, una sustancia del cuerpo que provoca los síntomas de alergia.
Imiquimod Tópico;https://medlineplus.gov/spanish/druginfo/meds/a698010-es.html;La crema de imiquimod se usa para tratar ciertos tipos de queratosis actínicas (manchas planas y escamosas causadas por la sobreexposición al sol) en el rostro o el cuero cabelludo. También se usa para tratar el carcinoma de células basales superficiales (tipo de cáncer de la piel) en tronco, cuello, brazos, manos, piernas o pies, y las verrugas en la piel de la zona genital y anal. Imiquimod pertenece a una clase de medicamentos llamados modificadores de la respuesta inmunológica. Trata las verrugas genitales y anales al aumentar la actividad del sistema inmunológico del organismo. No se conoce con exactitud cómo actúa la crema de imiquimod en el tratamiento de las queratosis actínicas o el carcinoma de células basales superficiales.
Aldesleukina;https://medlineplus.gov/spanish/druginfo/meds/a692009-es.html;Aldesleukina se usa para tratar el carcinoma avanzado de células renales (CCR, un tipo de cáncer que se origina en el riñón) que se ha extendido a otras partes del cuerpo.  Aldesleukina también se usa para tratar el melanoma (un tipo de cáncer de piel) que se ha extendido a otras partes del cuerpo. Aldesleukina pertenece a la clase de medicamentos conocido como citoquinas. Se trata de una versión artificial de una proteína natural que estimula el cuerpo para que produzca otras sustancias químicas que aumentan la capacidad del cuerpo para combatir el cáncer.
Espironolactona;https://medlineplus.gov/spanish/druginfo/meds/a682627-es.html;"La espironolactona se usa para tratar determinados pacientes con hiperaldosteronismo (el cuerpo produce demasiada aldosterona, una hormona natural); niveles bajos de potasio; insuficiencia cardíaca; y en pacientes con edema (retención de líquidos) ocasionado por diversas afecciones, como la enfermedad del hígado o del riñón. También se usa, ya sea sola o con otros medicamentos, para tratar la presión arterial alta. La espironolactona pertenece a una clase de medicamentos llamados antagonistas del receptor de la aldosterona. Hace que los riñones eliminen en la orina el agua y el sodio innecesarios del cuerpo, pero reduce la pérdida de potasio del cuerpo."
Espironolactona e hidroclorotiazida;https://medlineplus.gov/spanish/druginfo/meds/a601111-es.html;"La combinación de espironolactona e hidroclorotiazida se usa para tratar la hipertensión arterial. Este medicamento también se usa para tratar a los pacientes que tienen edema (retención de líquidos) causado por diferentes afecciones, incluyendo la enfermedad cardíaca, hepática o renal. La espironolactona pertenece a una clase de medicamentos llamados antagonistas del receptor de aldosterona. Funciona para que el riñón elimine el agua y el sodio innecesarios del cuerpo a través de la orina, pero reduce la pérdida de potasio del cuerpo. La hidroclorotiazida pertenece a una clase de medicamentos que se llaman diuréticos (""píldoras de agua""). Funciona provocando la eliminación del agua y la sal innecesarias del cuerpo por el riñón a través de la orina."
Alcaftadina oftálmica;https://medlineplus.gov/spanish/druginfo/meds/a611022-es.html;La alcaftadina oftálmica se usa para aliviar la comezón de la conjuntivitis alérgica. La alcaftadina pertenece a una clase de medicamentos llamados antihistamínicos. Actúa bloqueando la histamina, una sustancia del cuerpo que provoca los síntomas de la alergia.
Mesilatos ergoloides;https://medlineplus.gov/spanish/druginfo/meds/a682097-es.html;Este medicamento, una combinación de varios otros que pertenecen a un grupo de medicamentos llamados mesilatos ergoloides, se usa para aliviar los signos y los síntomas de la dismunición de la capacidad mental debido al proceso de envejecimiento.
Albuterol;https://medlineplus.gov/spanish/druginfo/meds/a607004-es.html;"Albuterol se usa para prevenir y tratar síntomas como resoplo (silbido al respirar), respiración entrecortada y contractura toráxica, provocados por enfermedades pulmonares como el asma y la enfermedad pulmonar obstructiva crónica (COPD por su sigla en inglés; un grupo de enfermedades que afectan al pulmón y a las vías aéreas). Pertenece a una clase de medicamentos llamados broncodilatadores. Funciona al relajar y abrir los bronquios, permitiendo el paso normal de aire a los pulmones, facilitando la respiración."
Hidróxido de aluminio e Hidróxido de magnesio;https://medlineplus.gov/spanish/druginfo/meds/a601013-es.html;El hidróxido de aluminio y el hidróxido de magnesio son los antiácidos usados juntos para aliviar la pirosis (acidez o calor estomacal), la indigestión ácida y los malestares estomacales. Pueden usarse para tratar estos síntomas en los pacientes con úlcera péptica, gastritis, esofagitis, hernia hiatal o demasiado ácido en el estómago (hiperacidez gástrica). Se combinan con el ácido del estómago y lo neutralizan. El hidróxido de aluminio y el hidróxido de magnesio están disponibles sin una prescripción.
Hidrocortisona tópica;https://medlineplus.gov/spanish/druginfo/meds/a682793-es.html;La hidrocortisona tópica se usa para tratar el enrojecimiento, la hinchazón, la picazón y las molestias de diferentes afecciones de la piel. La hidrocortisona se encuentra en una clase de medicamentos llamados corticosteroides. Funciona al activar las sustancias naturales en la piel para reducir la hinchazón, el enrojecimiento y la picazón.
Loratadina;https://medlineplus.gov/spanish/druginfo/meds/a697038-es.html;La loratadina se usa para aliviar en forma temporal los síntomas de la fiebre del heno (alergia al polen, polvo u otras sustancias en el aire) y otras alergias. Estos síntomas incluyen estornudos, secreción nasal, y picazón en los ojos, nariz y garganta. La loratadina también se usa para tratar la picazón y el enrojecimiento causados por la urticaria. Sin embargo, este medicamento no previene las urticarias u otras reacciones alérgicas de la piel. La loratadina pertenece a una clase de medicamentos llamados antihistamínicos. Funciona al bloquear la acción de la histamina, una sustancia en el cuerpo que causa síntomas de alergias.
Albendazol;https://medlineplus.gov/spanish/druginfo/meds/a610019-es.html;El albendazol se usa para tratar la neurocisticercosis (infección provocada por la tenia de cerdo en los músculos, el cerebro y los ojos, que puede provocar convulsiones, inflamación del cerebro y problemas de la visión). El albendazol también se usa con cirugía para tratar la enfermedad de hidatidosis quística (infección provocada por la tenia de perro en el hígado, el pulmón y el recubrimiento del abdomen, que puede dañar esos órganos). El albendazol pertenece a una clase de medicamentos llamados antihelmínticos. Actúa eliminando los helmintos.
Netupitant y Palonosetron;https://medlineplus.gov/spanish/druginfo/meds/a614053-es.html;La combinación de netupitant y palonosetron se usa para prevenir las náuseas y vómitos causados por la quimioterapia para cáncer. Netupitant pertenece a una clase de medicamentos llamados antagonistas de neuroquinina (NK1). Funciona mediante el bloqueo de la neuroquinina, una sustancia natural en el cerebro que causa náuseas y vómitos. Palonosetron pertenece a una clase de medicamentos llamados antagonistas del receptor 5-HT
Dipivefrina oftálmica;https://medlineplus.gov/spanish/druginfo/meds/a686005-es.html;La dipivefrina oftálmica se usa para tratar el glaucoma, una afección en la que el aumento de presión en el ojo puede ocasionar una pérdida gradual de la vista. La dipivefrina actúa al disminuir la presión en el ojo.
Ciclopentatolato oftálmico;https://medlineplus.gov/spanish/druginfo/meds/a616014-es.html;El ciclopentolato oftálmico se usa para causar midriasis (dilatación de la pupila) y cicloplegia (parálisis del músculo ciliar del ojo) antes de un examen ocular. El ciclopentolato pertenece a una clase de medicamentos llamados midriáticos. El ciclopentolato funciona al bloquear algunos receptores que se encuentran en los ojos para relajar temporalmente o causar parálisis a corto plazo de los músculos oculares.
Trifaroteno tópico (en crema);https://medlineplus.gov/spanish/druginfo/meds/a620004-es.html;El trifaroteno está indicado para tratar el acné en adultos y niños mayores de 9 años. El trifaroteno pertenece a una clase de medicamentos llamados retinoides. Actúa al promover la descamación de las áreas afectadas de la piel, destapar los poros y evitar que se formen nuevas espinillas debajo de la piel.
Levobunolol oftálmico;https://medlineplus.gov/spanish/druginfo/meds/a686011-es.html;El oftálmico levobunolol se usa para tratar el glaucoma, una condición en la cual aumenta la presión en el ojo y que podría conducir a la pérdida gradual de la visión.Levobunalol pertenece a una clase de medicamentos llamados bloqueadores beta. Funciona reduciendo la presión en el ojo.
Sulfacetamida oftálmica;https://medlineplus.gov/spanish/druginfo/meds/a601114-es.html;La oftálmico sulfacetamida detiene el crecimiento de las bacterias que causan ciertas infecciones en el ojo. Se usa para tratar las infecciones del ojo y para evitarlas en el caso de que se produzca alguna lesión dentro de éste.
Dexametasona oftálmica;https://medlineplus.gov/spanish/druginfo/meds/a682869-es.html;La dexametasona disminuye la irritación, enrojecimiento, ardor y la inflmación en los ojos, todos síntomas provocados por productos químicos, calor, radiación, infecciones, alergias, o cuerpos extraños en los ojos. A veces se usa después de una cirugía en los ojos.
Inyección de fremanezumab-vfrm;https://medlineplus.gov/spanish/druginfo/meds/a618053-es.html;La inyección de fremanezumab-vfrm se usa para ayudar a prevenir dolores de cabeza de migraña (dolores de cabeza intensos y pulsantes que algunas veces están acompañados por náusea y sensibilidad al sonido o la luz). La inyección de fremanezumab-vfrm se encuentra entre un tipo de medicamentos conocidos como anticuerpos monoclonales. Funciona bloqueando la acción de cierta sustancia natural del cuerpo que causa los dolores de cabeza de migraña.
Prednisolona oftálmica;https://medlineplus.gov/spanish/druginfo/meds/a682794-es.html;La oftálmico prednisolona reduce la irritación, enrojecimiento, ardor, e inflamación del ojo causada por productos químicos, calor, radiación, infección, alergias, u objetos extraños en el ojo. A veces se usa después de la cirugía del ojo. La prednisolona es en una clase de medicamentos llamados esteroides. Evita la hinchazón y el enrojecimiento, cambiando la forma en que funciona el sistema inmunológico.
Anagrelida;https://medlineplus.gov/spanish/druginfo/meds/a601020-es.html;La anagrelida se usa para reducir el número de plaquetas (un tipo de células sanguíneas necesarias para controlar las hemorragias) en la sangre de los pacientes que tienen trastorno mieloproliferativo (una condición en la cual el cuerpo produce demasiadas células sanguíneas de un tipo o de diferentes tipos), tales como trombocitemia esencial (una condición en la cual el cuerpo produce demasiadas plaquetas) o policetemia vera (una condición en la cual el cuerpo produce demasiadas células sanguíneas rojas y algunas veces demasiadas plaquetas). La anagrelida pertenece a una clase de medicamentos llamados agentes reductores de plaquetas. Funciona al enlentecer la producción de plaquetas en el cuerpo. 
Codeína;https://medlineplus.gov/spanish/druginfo/meds/a682065-es.html;La codeína se usa para aliviar el dolor leve a moderado. También se usa, por lo general, en combinación con otros medicamentos para reducir la tos. La codeína ayuda a aliviar los síntomas, pero no trata la causa de los síntomas ni acelera la recuperación. La codeína pertenece a una clase de medicamentos que se llaman analgésicos opiáceos (narcóticos) y a una clase de medicamentos que se llaman antitusivos. Cuando la codeína se usa para tratar el dolor, funciona al cambiar la manera en que el cerebro y el sistema nervioso responden al dolor. Cuando se usa codeína para reducir la tos, funciona al reducir la actividad en la parte del cerebro que ocasiona la tos.
Inyección de erenumab-aooe;https://medlineplus.gov/spanish/druginfo/meds/a618029-es.html;La inyección de erenumab-aooe se usa para ayudar a prevenir los dolores de cabeza de migraña (dolores de cabeza intensos y pulsantes que algunas veces están acompañados por náusea y sensibilidad al sonido o la luz). La inyección de erenumab-aooe se encuentra entre un tipo de medicamentos conocidos como anticuerpos monoclonales. Funciona bloqueando la acción de cierta sustancia natural del cuerpo que causa los dolores de cabeza de migraña.
Aspirina y dipiridamol de liberación prolongada;https://medlineplus.gov/spanish/druginfo/meds/a699053-es.html;La presentanción de la combinación de aspirina y dipiridamol pertenece a una clase de medicamentos denominados agentes antiplaquetarios. Actúa al prevenir la coagulación excesiva de la sangre. Se usa para reducir el riesgo de accidente cerebrovascular en pacientes que ya han tenido un accidente cerebrovascular o están en riesgo de sufrir un accidente cerebrovascular.
Oximetazolina en aerosol nasal;https://medlineplus.gov/spanish/druginfo/meds/a608026-es.html;La oximetazolina en aerosol nasal se usa para aliviar las molestias nasales del resfriado, las alergias y la fiebre del heno. También se usa para aliviar la sinusitis (congestión e inflamación de los senos nasales). La oximetazolina en aerosol nasal no debe usarse para tratar a niños menores de 6 años, a menos que un médico se lo recomiende. Los niños de 6 a 12 años pueden usar la oximetazolina en aerosol nasal si lo hacen con cuidado y bajo la supervisión de un adulto. La oximetazolina pertenece a una clase de medicamentos llamados descongestivos nasales. Actúa haciendo más angostos los vasos sanguíneos de los conductos nasales.
Inhalación de insulina humana;https://medlineplus.gov/spanish/druginfo/meds/a615014-es.html;La inhalación de insulina se usa en combinación con una insulina de acción prolongada para tratar la diabetes tipo 1 (condición en la que el cuerpo no produce la insulina y, por lo tanto, no puede controlar la cantidad de azúcar en la sangre). También se usa en combinación con otros medicamentos para tratar a las personas con diabetes tipo 2 (condición en la que el cuerpo no usa la insulina normalmente y, por lo tanto, no puede controlar la cantidad de azúcar en la sangre), quienes necesitan insulina para controlar la diabetes. La inhalación de insulina no se utiliza para el tratamiento de la cetoacidosis diabética (una condición grave que puede desarrollarse si no se trata el azúcar alta en la sangre). La inhalación de insulina es una versión de corta acción hecha por el hombre de la insulina humana. La inhalación de insulina funciona mediante la sustitución de la insulina que produce normalmente el cuerpo y ayudando a trasladar el azúcar de la sangre a otros tejidos del cuerpo, donde se utiliza para producir energía. También evita que el hígado produzca más azúcar.
Aflibercept inyectable;https://medlineplus.gov/spanish/druginfo/meds/a612004-es.html;"El aflibercept inyectable se usa para tratar la degeneración macular húmeda relacionada con la edad (AMD, por sus siglas en inglés; una enfermedad progresiva del ojo que provoca la pérdida de la visión central y hace cada vez más difícil leer, conducir o realizar otras actividades cotidianas). También se usa para tratar el edema macular después de la oclusión de las venas retinianas (una enfermedad de los ojos causada por la obstrucción del flujo de sangre del ojo que puede causar a visión borrosa y pérdida de la visión), edema macular diabético (una enfermedad de los ojos causada por la diabetes que puede causar pérdida de la visión) y la retinopatía diabética (daño en los ojos causada por la diabetes). El aflibercept inyectable pertenece a una clase de medicamentos llamados antagonistas del factor A de crecimiento vascular endotelial (VEGF-A, por sus siglas en inglés) y antagonistas del factor de crecimiento placentario (PlGF, por sus siglas en inglés). Actúa deteniendo el crecimiento anormal de los vasos sanguíneos y la infiltración de líquido en el interior de los ojos, que puede provocar pérdida de la visión en las personas con ciertas enfermedades de los ojos."
Vacuna contra la influenza, inactivada o recombinante;https://medlineplus.gov/spanish/druginfo/meds/a607017-es.html;
Aerosol nasal de zolmitriptán;https://medlineplus.gov/spanish/druginfo/meds/a605046-es.html;El aerosol nasal de zolmitriptán se utiliza para tratar los síntomas de los dolores de cabeza por migraña (dolores de cabeza intensos y punzantes que algunas veces vienen acompañados por otros síntomas como náuseas y sensibilidad al sonido y la luz). El zolmitriptán pertenece a una clase de medicamentos llamados antagonistas selectivos del receptor de serotonina. Este funciona al estrechar los vasos sanguíneos alrededor del cerebro, evitando que se envíen las señales de dolor al cerebro y bloqueando la liberación de ciertas sustancias naturales que ocasionan dolor, náusea y otros síntomas de la migraña. El zolmitriptán no evita los ataques de la migraña ni reduce el número de dolores de cabeza que usted puede tener.
Afatinib;https://medlineplus.gov/spanish/druginfo/meds/a613044-es.html;Afatinib se usa para tratar algunos tipos de cáncer de pulmón de células no pequeñas que se ha esparcido a los tejidos cercanos o a otras partes del cuerpo. Afatinib pertenece a una clase de medicamentos llamados inhibidores de las quinasas. Funciona al bloquear la acción de una sustancia natural que se necesita para ayudar a que las células de cáncer se multipliquen.
Everolimus;https://medlineplus.gov/spanish/druginfo/meds/a609032-es.html;"Everolimus (Afinitor) se utiliza para tratar carcinoma de células renales avanzado (RCC; cáncer que empieza en los riñones) que ya ha sido tratado sin éxito con otros medicamentos. Everolimus (Afinitor) también se utiliza para tratar ciertos tipos de cáncer de mama avanzado que ya ha sido tratado con por lo menos otro medicamento. Everolimus (Afinitor) también se utiliza para tratar cierto tipo de cáncer de páncreas, estómago, intestinos, o pulmones que se ha propagado o ha progresado y no se puede tratar con cirugía. Everolimus (Afinitor) también se utiliza para tratar tumores renales en personas con esclerosis tuberosa compleja (TSC; una condición genética que causa el crecimiento de tumores en muchos órganos). Everolimus (Afinitor y Afinitor Disperz) también se utiliza para tratar astrocitoma subependimal de células gigantes (SEGA; un tipo de tumor cerebral) en adultos y niños mayores de 1 año que tienen TSC. Everolimus (Afinitor Disperz) se usa con otros medicamentos para tratar ciertos tipos de convulsiones en adultos y niños de 2 años de edad y mayores con TSC. Everolimus (Zortress) se utiliza con otros medicamentos para evitar el rechazo al trasplante (ataque del órgano trasplantado por parte del sistema inmune de la persona que recibió el órgano) en ciertos adultos que han recibido trasplantes renales. Everolimus se encuentra en una clase de medicamentos denominados inhibidores de quinasa. Everolimus trata el cáncer al evitar que las células cancerígenas se reproduzcan y disminuir el suministro de sangre a las células cancerígenas. Everolimus previene el rechazo al disminuir la actividad del sistema inmune."
Aerosol nasal de olopatadina;https://medlineplus.gov/spanish/druginfo/meds/a615038-es.html;El aerosol nasal de olopatadina se usa para aliviar la nariz congestionada, con secreción, con comezón o estornudos provocada por la rinitis alérgica (fiebre del heno). La olopatadina pertenece a una clase de medicamentos que se llaman antihistamínicos. Funciona bloqueando los efectos de la histamina, una sustancia en el cuerpo que causa los síntomas de la alergia.
Aerosol nasal de midazolam;https://medlineplus.gov/spanish/druginfo/meds/a621044-es.html;El aerosol nasal de midazolam se usa en situaciones de emergencia para detener las convulsiones en racimo (episodios de mayor actividad convulsiva) en adultos y niños mayores de 12 años que toman otros medicamentos para tratar la epilepsia (convulsiones). El midazolam pertenece a una clase de medicamentos llamados benzodiacepinas. Su acción consiste en calmar la sobreactividad anormal en el cerebro.
Aerosol nasal de triamcinolona;https://medlineplus.gov/spanish/druginfo/meds/a682791-es.html;El aerosol nasal de triamcinolona se usa para aliviar los estornudos, secreción nasal, congestión nasal o picazón en la nariz y picazón en los ojos y ojos llorosos causado por la fiebre del heno u otras alergias. El aerosol nasal de triamcinolona no se debe usar para tratar síntomas (por ejemplo, estornudos, nariz congestionada, con secreción, con comezón) provocados por el resfrío común. La triamcinolona se encuentra en una clase de medicamentos llamados corticoesteroides. Funciona al bloquear la liberación de ciertas sustancias naturales que causan síntomas de alergia.
Aerosol nasal de mometasona;https://medlineplus.gov/spanish/druginfo/meds/a602024-es.html;El aerosol nasal de mometasona se usa para prevenir y aliviar los síntomas de estornudos, secreción nasal, congestión nasal o picazón de nariz causados por la fiebre del heno u otras alergias. También se usa para tratar los pólipos nasales (inflamación del recubrimiento de la nariz). El aerosol nasal de mometasona no se debe usar para tratar síntomas (por ejemplo, estornudos, nariz congestionada, con secreción, con comezón) provocados por el resfrío común. El aerosol nasal de mometasona se encuentra en una clase de medicamentos llamados corticosteroides. Funciona al bloquear la liberación de ciertas sustancias naturales que causan síntomas de alergia.
Aerosol nasal de naloxona;https://medlineplus.gov/spanish/druginfo/meds/a616003-es.html;El aerosol nasal de naloxona se usa junto con el tratamiento médico de emergencia para revertir los efectos potencialmente mortales de una sobredosis presunta o confirmada de opiáceos (narcóticos) en adultos y niños. El aerosol nasal de naloxona pertenece a una clase de medicamentos llamados antagonistas de los opiáceos. Su acción consiste en bloquear los efectos de los opiáceos para aliviar los síntomas peligrosos causados por los altos niveles de opiáceos en la sangre.
Aerosol nasal de metoclopramida;https://medlineplus.gov/spanish/druginfo/meds/a620064-es.html;El aerosol nasal de metoclopramida se utiliza para aliviar los síntomas provocados por el vaciamiento lento del estómago en personas que tienen diabetes.  Estos síntomas incluyen náusea, vómitos, acidez estomacal, pérdida del apetito y una sensación de saciedad que permanece mucho tiempo después de las comidas. La metoclopramida pertenece a una clase de medicamentos llamados agentes procinéticos. Su acción consiste en acelerar el movimiento de los alimentos a través del estómago y los intestinos.
Aerosol nasal de fluticasona;https://medlineplus.gov/spanish/druginfo/meds/a695002-es.html;El aerosol nasal de fluticasona sin receta médica (Flonase Allergy) se usa para aliviar los síntomas de la rinitis, como estornudos y secreción, congestión o picazón en la nariz y picazón y ojos llorosos, provocado por la fiebre del heno u otras alergias (ocasionadas por una alergia al polen, al moho, al polvo o a las mascotas). La fluticasona con receta médica también se usa para aliviar los síntomas de la rinitis no alérgica, como estornudos y secreción nasal o nariz congestionada, que no son causados por alergias. El aerosol nasal de fluticasona (Xhance) con receta médica, se usa para tratar los pólipos nasales (inflamación del recubrimiento de la nariz). El aerosol nasal de fluticasona no se debe usar para tratar síntomas (por ejemplo, estornudos, nariz congestionada, nariz suelta, comezón en la nariz) provocados por el resfrío común. La fluticasona pertenece a una clase de medicamentos llamados corticoesteroides. Funciona al bloquear la liberación de ciertas sustancias naturales que causan síntomas de alergia.
Aerosol nasal de ketorolaco;https://medlineplus.gov/spanish/druginfo/meds/a611042-es.html;El aerosol nasal de ketorolaco se utiliza para el alivio a corto plazo de dolor de moderado a moderadamente intenso. El ketorolaco pertenece a una clase de medicamentos llamados NSAID. Este actúa deteniendo en el cuerpo la producción de una sustancia que provoca dolor, fiebre e inflamación.
Aerosol nasal de flunisolida;https://medlineplus.gov/spanish/druginfo/meds/a685022-es.html;El aerosol nasal de flunisolida se usa para aliviar los síntomas de estornudos, secreción nasal, congestión nasal o picazón de nariz causados por la fiebre del heno u otras alergias. El aerosol nasal de flunisolida no se debe usar para tratar síntomas (por ejemplo, estornudos, nariz congestionada, con secreción, con comezón) provocados por el resfrío común. Se encuentra en una clase de medicamentos llamados corticosteroides. Funciona al bloquear la liberación de ciertas sustancias naturales que causan síntomas de alergia.
Aerosol nasal de fenilefrina;https://medlineplus.gov/spanish/druginfo/meds/a616049-es.html;El aerosol nasal de fenilefrina se usa para aliviar las molestias nasales causadas por gripes, alergiasy fiebre del heno. También se usa para aliviar la congestión y la presión de los senos nasales. El aerosol nasal de fenilefrina aliviará los síntomas, pero no tratará la causa de los síntomas ni acelera la recuperación. La fenilefrina pertenece a una clase de medicamentos llamados descongestionantes nasales. Funciona al reducir la inflamación de los vasos sanguíneos en los conductos nasales.
Aerosol nasal de fentanilo;https://medlineplus.gov/spanish/druginfo/meds/a612015-es.html;El aerosol nasal de fentanilo se utiliza para tratar dolor intercurrente (episodios repentinos de dolor que ocurren a pesar del tratamiento continuo con medicamentos analgésicos) en pacientes de 18 años de edad o mayores, con cáncer, que estén tomando dosis regulares programadas de otro medicamento narcótico (opiáceo) para el dolor y que sean tolerantes (acostumbrados a los efectos del medicamento) a los medicamentos analgésicos narcóticos. El fentanilo pertenece a una clase de medicamentos llamados analgésicos narcóticos (opiáceos). Funciona al cambiar la manera en que el cerebro y el sistema nervioso responden al dolor.
Aerosol nasal de esketamina;https://medlineplus.gov/spanish/druginfo/meds/a619017-es.html;"El aerosol nasal de esketamina se usa en adultos junto con otro antidepresivo, por vía oral, para controlar la depresión resistente al tratamiento  (DRT; depresión que no mejora con tratamiento). También se usa junto con otro antidepresivo, por vía oral, para tratar los síntomas depresivos en adultos con trastorno depresivo mayor (TDM) y pensamientos o acciones suicidas. La esketamina pertenece a una clase de medicamentos llamados antagonistas de los receptores de NMDA. Su acción consiste en cambiar la actividad de ciertas sustancias naturales en el cerebro."
Aerosol nasal de diazepam;https://medlineplus.gov/spanish/druginfo/meds/a620026-es.html;El aerosol nasal de diazepam se usa en situaciones de emergencia para detener las convulsiones en racimo (episodios de mayor actividad convulsiva) en adultos y niños mayores de 6 años que toman otros medicamentos para tratar la epilepsia (convulsiones). El diazepam pertenece a una clase de medicamentos llamados benzodiacepinas. Su acción consiste en calmar la sobreactividad anormal en el cerebro.
Aerosol nasal de butorfanol;https://medlineplus.gov/spanish/druginfo/meds/a601204-es.html;El aerosol nasal de butorfanol se usa para aliviar el dolor de moderado a fuerte. El butorfanol pertenece a una clase de medicamentos llamados agonistas-antagonistas de los opiáceos. Funciona al cambiar la manera en que el cuerpo responde al dolor.
Aerosol nasal de budesonida;https://medlineplus.gov/spanish/druginfo/meds/a601030-es.html;El aerosol nasal de budesonida se usa para aliviar los estornudos, la secreción nasal, la congestión nasal o la comezón en la nariz causada por la fiebre del heno u otras alergias (provocadas por una alergia al polen, al moho, al polvo o a las mascotas). El aerosol nasal de budesonida no se debe usar para tratar síntomas (por ejemplo, estornudos, nariz congestionada, secreción nasal, comezón en la nariz) provocados por el resfriado común. El aerosol nasal de budesonida se encuentra en una clase de medicamentos llamados corticoesteroides. Funciona al bloquear la liberación de ciertas sustancias naturales que causan síntomas de alergia.
Aerosol nasal de Calcitonina de salmón;https://medlineplus.gov/spanish/druginfo/meds/a601031-es.html;La calcitonina de salmón se usa para tratar la osteoporosis en aquellas mujeres que han sufrido de menopausia por al menos 5 años y que no pueden o no desean tomar productos fabricados a base de estrógeno. La osteoporosis es una enfermedad que causa que los huesos se debiliten y quiebren fácilmente. La calcitonina es una hormona humana que también se encuentra en los salmones. Funciona al prevenir el deterioro óseo y al aumentar la densidad de los huesos (espesor).
Aerosol nasal de ipratropio;https://medlineplus.gov/spanish/druginfo/meds/a618013-es.html;El aerosol nasal de ipratropio está disponible en dos concentraciones que se utilizan para tratar diferentes condiciones. El aerosol nasal de ipratropio de 0.06% se utiliza para aliviar una secreción nasal ocasionada por el resfriado común o las alergias estacionales (fiebre del heno) en adultos y niños mayores de 5 años. El aerosol nasal de ipratropio de 0.03% se utiliza para aliviar una secreción nasal ocasionada por rinitis alérgica y no alérgica que dura todo el año (secreción nasal y congestión) en adultos y niños mayores de 6 años. El aerosol nasal de ipratropio no alivia la congestión nasal, estornudos o goteo nasal ocasionado por estas afecciones. El aerosol nasal de ipratropio se encuentra en una clase de medicamentos llamados anticolinérgicos. Funciona al reducir la cantidad de moco producido en la nariz.
Aerosol nasal de beclometasona;https://medlineplus.gov/spanish/druginfo/meds/a681047-es.html;El aerosol nasal de beclometasona se usa para aliviar los síntomas de estornudos, secreción nasal, congestión nasal o comezón de nariz (rinitis) causada por la fiebre del heno, otras alergias o rinitis vasomotora (no alérgica). También se usa para prevenir los pólipos nasales (inflamación del recubrimiento de la nariz) después de la cirugía de eliminación de pólipos nasales. El aerosol nasal de beclometasona no se debe usar para tratar síntomas (por ejemplo, estornudos, nariz congestionada, nariz suelta, comezón en la nariz) provocados por el resfrío común. El aerosol nasal de beclometasona se encuentra en una clase de medicamentos llamados corticosteroides. Funciona al bloquear la liberación de ciertas sustancias naturales que causan síntomas de alergia.
Aerosol de nitroglicerina;https://medlineplus.gov/spanish/druginfo/meds/a615006-es.html;El aerosol de nitroglicerina se utiliza para tratar los episodios de angina (dolor de pecho) en personas que padecen la enfermedad de las arterias coronarias (estrechez de los vasos sanguíneos que suministran sangre al corazón). El aerosol también se puede utilizar justo antes de realizar actividades que puedan ocasionar episodios de angina para prevenir que ocurran. La nitroglicerina se encuentra en una clase de medicamentos llamados vasodilatadores. Funciona al relajar los vasos sanguíneos para que el corazón no trabaje tan duro y por consiguiente no necesite tanto oxígeno.
Inhalación oral de flunisolida;https://medlineplus.gov/spanish/druginfo/meds/a681048-es.html;La inhalación oral de flunisolida se utiliza para evitar la dificultad para respirar, opresión en el pecho, sibilancia y tos ocasionada por asma en adultos y niños mayores de 6 años. Se encuentra en una clase de medicamentos llamados corticosteroides. La flunisolida trabaja disminuyendo la hinchazón e irritación en las vías respiratorias para permitir una respiración más fácil.
Rifamicina;https://medlineplus.gov/spanish/druginfo/meds/a619010-es.html;La rifamicina se utiliza para tratar la diarrea del viajero causada por ciertas bacterias. La rifamicina pertenece a una clase de medicamentos llamados antibióticos. Su acción consiste en detener el crecimiento de la bacteria que ocasiona la diarrea.
