,Title,Body,Rating
175,"
For the price, this is an awesome portable monitor
","

  I needed something that was easy to slide in my backpack along with my laptop.  This works perfectly.  It connected easily and the picture is more than I could have hoped for.  One of my co-workers has a similar one, but the display on this one is quite a bit better.  Couldn't be more pleased!

",5.0
176,"
Great travel monitor!
","

  I purchased this portable KYY monitor, as I travel frequently for work. I don't always have a dedicated workspace, so this 15"" monitor is ideal. I've used it for about a month now and love it! Great resolution, 1080P FHD. Easy to connect and can be used with my laptop, iPad, & phone. Definitely worth the money.

",5.0
177,"
Picture and sound are great
","

  Perfect for a second monitor to take with you. The sound is a fabulous addition..

",5.0
178,"
All around great
","

  This monitor has been extremely useful for work, gaming on the go, and school. Easily one of the best purchases I have made

",5.0
179,"
A light, portable and easy to use portable monitor
","

  I recently purchased this monitor for gaming and work.  It is very easy to use and set up.  The screen quality is excellent for a portable monitor.  The monitor is very lightweight, fits in my backpack easily and doesn't take up too much space with its slim design..  I would recommend anyone needing to bring a monitor when traveling to purchase this monitor.

",5.0
180,"
Excellent Portable MONITOR
","

  I purchased this for my at-home monitor knowing that I will travel with it as well.  So far it works excellently and as expected.  I love that if fits in my bag and I can take it with me.  Recommended!

",5.0
181,"
100% no problem using this device ❤️
","


            Your browser does not support HTML5 video.
        


   I love how clear it the audio sounds, the pictures are crystal clear, the sound is crisp, and it’s a great size too, overall 10/10 device would recommend to those who travel or would like an extra screen

",5.0
182,"
Great portable screen
","

  This portable screen is one of the better investments I’ve made in a long time! Rather than being stuck at one desk, I can work from home in different places to mix it up. Display is solid and crisp. Magnetic cover is super convenient and easy to connect. 5 stars!

",5.0
183,"
Doubled my productivity
","

  Great picture quality... lots of connectivity options... powers directly from the laptop... light enough to carry around in a laptop backpack along with my laptop. I highly recommend this KYY portable monitor for anyone who requires additional screen, especially as many of us work from home and need to be in Zoom calls very frequently.

",5.0
184,"
Data geek is mobile!!!!
","

  I had no idea portable screens existed and it’s been a life changer this week! I was able to port up through my laptop at the pool and work with Excel/PowerBI no problem! Since I work in data, I have high hopes this screen will allow me true remote/mobile flexibility with my kids this summer!

",5.0
185,"
Awesome customer service.
","

  Product exceeded my expectations, great color and depth. Came with screen saver which was a pleasant surprise. Small minor issue one cable was missing. Customer service was fantastic, curious, and very polite. They sent me the missing cable the next day. Overall very satisfied. Big thank you to Daisy in customer service.

",5.0
186,"
This is my 2nd one
","

  So far I've bought 2 of them. One for me and one for my girl. They work beautifuly.

",5.0
187,"
Fantastic Customer Support!
","

  My monitor broke after only a couple uses but the customer service team was amazing and quickly sent me a replacement! Monitor worked really well before that and I love that I don't need to connect the monitor to the wall if I use the USB-C cord with my MacBook (so that it gets power from the laptop) - this makes it truly portable and able to use anywhere!

",4.0
188,"
Love this monitor
","

  Love this monitor. I bought this for traveling purposes but have been using mostly with my Nintendo switch since there’s not much traveling going on these days. Picture quality is great, the only thing....I wish the power cord was longer.

",5.0
189,"
Fantastic Product
","

  As a salesperson who is constantly traveling from location to location and rarely has something to dock my laptop to, this product is a life changer. I can set up shop in a local coffee shop or an out of town hotel alike. Great product. Just what I was looking for.

",5.0
190,"
LOVE this super travel friendly monitor
","

  LOVE this monitor. It's so slim and light and fits really well into my travel pack with my laptop and the rest of my life (I'm a digital nomad). The picture is great and i haven't had any problems with connecting it to any tablet or laptop so far.

",5.0
191,"
Exactly what I needed
","

  I got this product to expand the real estate of my screens for teaching and creating PowerPoints. It does this job perfectly. Even better, with the newer Macs it connects with one USB C cable absolutely no problems. It also enhances regular use of my laptop which is an added bonus. Never going back to one screen haha.

",5.0
192,"
Great portable monitor
","

  This monitor is my 4th monitor on my macbook pro and its super easy to setup! Will be buying more in the future.

",5.0
193,"
Great buy.
","

  If your travel for work need an extra screen for doing budgets and or Teams/Zoom meetings while multi tasking - you need one of these.

",5.0
194,"
Great travel monitor
","

  Now that I'm starting to travel for work again, I've been missing my desktop monitor and this is a great on-the-go option.

",5.0
195,"
Does what I need it to do.
","

  I bought this as a second monitor for my laptop and it does the trick. Not as bright as I thought it would be but works fine.

",5.0
196,"
Great second screen for laptop.
","

  This is my second purchase of a portable monitor. Just recieved this and it worked immediately. No troubleshooting needed. My last portable monitor was a POS compared to this. Highly recommended.

",5.0
197,"
Great Monitor
","

  Been looking at these for a while. Very pleased with this. I am using with a iPhone 12. Had the apple HDMI Adapter. Just ordered a USB-C to HDMI to cut down on cords. Great product.

",5.0
198,"
Better than expected
","

  Needed a second monitor while on business travel so I took a chance and ordered. Set up was easy, and I was up and running with minutes. I was pleased with the picure quality, size, and smart cover. I recommend  getting a padded case to protect it while traveling.

",5.0
199,"
Good for travel
","

  Needed to do some travel for work, got this monitor to go along with my work laptop and it works great if you need to work remotely for a little while. Fair warning about the screen protector they send with it, go watch a YouTube video on how to apply and not get air bubbles, the directions sent with it were not helpful in the slightest. I had to order another screen protector.

",5.0
200,"
Good quality but bad performance
","

  The quality and construction of the monitor was good, however it’s performance/functionality was not. I plugged in the monitor via USB-C and during its use, the screen would black out and then take 3 seconds to turn itself back on. It also disconnected a few times while I was using it, but was not able to connect again.

",2.0
201,"
Didn't work at all for me.
","

  Couldn't seem to get it to work for my laptop or my phone.

",1.0
202,"
Didnt Work
","

  Order this product.  I received it the next day, and it didnt Work.  Called Amazon for Troubleshooting...it was unsuccessful.  The are sending me out a replacement.  If this does not work, I will be going to one of their competitors.

",1.0
203,"
Great Buy!
","

  I am surprised by the quality and size of this monitor. I’m not a gamer but am fully remote now and travel for long periods. I’m looking forward to traveling with this monitor!  It is just the right size to be able to function in my job (technical analyst) have big spreadsheets open on it and not have to squint or zoom in. Great buy in my opinion!

",5.0
204,"
Wow do I begin...
","

  Surprisingly well made and surpassed all of my expectations. Image quality is supreme and very satisfied in every way.

",5.0
205,"
Perfect
","

  Love this monitor I can’t work without it. Easy to use and looks amazing. Picture perfect worth every penny.

",5.0
206,"
Christmas gift 🎁 monitor works well
","

  Bought as a Christmas gift, will post more later. Had a good experience with seller works well.

",4.0
207,"
A must-have accessory for Work from Anywhere
","

  This external monitor is great and useful for working from home or (anywhere). The picture quality is super clear and easy to connect. The monitor itself is very light so it makes traveling with it easy. Overall, it's great product and can't beat the price!

",5.0
208,"
Good quality once I figured it out
","

  Product works great. High quality picture. Super lightweight.I had to buy and adapter so it would work with my windows surface.

",5.0
209,"
Great deal for the quality of this monitor!
","


            Your browser does not support HTML5 video.
        


   Love, love, love this monitor!  The picture quality is outstanding. The speakers are clear and better than my laptop.  It was easy to set up and all the different cables you would ever need are included.  This is a great deal!!!

",5.0
210,"
Excellent response time and visual clarity
","

  Never heard of KYY before but I was surprised what I got coming out of the box. I feel like I'm really getting the bang for my buck here with the adapters included. The screen works perfectly and has great brightness.  The screen comes with speakers that aren't too impressive but it makes up for it by its easy plug and play and visual clarity, and response time. Excellent

",5.0
211,"
Perfect for Remote Work! Great quality too.
","

  I have been traveling/working remote and this is the perfect companion to supplement me having to move locations. I am way more productive having 2 screens especially switching around Excel/email etc. I also love how the box came with all the basic chords. Definitely satisfied with my purchase!

",5.0
212,"
Great external monitor
","

  Does the job, beautiful picture, easy to set up, and great price.  Would recommend.

",5.0
213,"
Perfect love them
","


            Your browser does not support HTML5 video.
        


   Love this KYY so much I got 2 off them and the price is perfect compared to other screens.

",5.0
214,"
Bright and Clear
","

  Image is bright and clear from 1 single cable (USB-C), I really like the smart cover, great quality. highly recommended this portable monitor

",5.0
215,"
Excellent product.  Easy to set up.
","

  Excellent product.  There was some Amazon shipping issues but the seller resolved it quickly.  Excellent customer service and very satisfied with the product too.

",5.0
216,"
Easy to set up
","

  I got this portable monitor to connect to my laptop while working. it is definitely a game changer, no more switching between programs for me!

",5.0
217,"
10/10
","

  best company ever ! it comes with a screen protector, cleaning cloth(not pictured) & a carrying case fused with a stand ? the monitor itself is also amazing as it outputs HD to the MAX ! highly recommend. although if you are using an iphone , i believe the only way is if you buy an official apple usb-c to hdmi cable

",5.0
218,"
Wow this monitor is amazing!!!
","

  I loved how easy it was the setup, just plug it in and play. Took 3-5 minutes to set it up. I use this strictly for gaming and the response rate is very good. It’s not 1ms but it’s pretty darn close. Very great product. Would buy again!

",5.0
219,"
Pésima calidad de sonido
","

  Muy buena compra buen tamaño de pantalla, portabilidad, ligereza, el único problema que yo le veo es que el sonido está nefasto

",3.0
220,"
Portability and functionality at a great price
","

  This works really well, and has exponentially improved my productivity for my mobile office.

",5.0
221,"
Spend the extra hundred and buy the better quality monitor
","

  The picture quality was OK but the speakers on this are extremely weak and the sound is a little distorted from those speakers prepared to have an alternate speaker when trying to have sound. Also this will drain your battery a lot more if you don’t have it plugged into an alternate power source

",2.0
222,"
best monitor in the market
","

  I love this monitor it is huge big screen multi screen gaming ! multi task, the best ever i cannot stop veiwing the damn screen it is so big and nice georgious!  it is the best ever, i work and multi task so i needed for emails etc, i check both of the screen but this one is huge so my eyes always are lock on this one.

",5.0
223,"
Fat shipping&great product
","

  Great product and easy set up.If you have an iPhone you will need an iPhone hdmi adapter.Overall it will be a product I use everyday and I recommend

",5.0
224,"
Nice for the cost.
","

  Bought this as a secondary screen for work, it’s nice. My only complaint is there is no stand for it, the binder for it isn’t very sturdy even when folded. It sits at a slant.

",4.0
225,"
Easy to Set Up, Great Value
","

  I bought this because I needed a portable workstation and this had both a reasonable price tag, and great reviews.  So far is has not disappointed.  It was easy to set up, powers right off my laptop so there is no extra cord to mess with, and is a nice wide screen for working on spreadsheets and other software I use for work.  Exactly what I needed!

",5.0
226,"
Greate to PerformCrisp 10 Quality
","

  As a student the Dimming Toggle is Prudently Designed and ImplementedCons:- The magnets of the included sleeve are weak. Howvery difficult to install and came with a phone installation guide. However, it is free and fulfills it function.en solution especially to students, but any

",2.0
227,"
Great monitor for remote working
","

  I have found it is almost impossible to do any kind of work with just one screen so I ordered one of these. I have only used it for a few minutes but so far it works great.

",5.0
228,"
Great extra laptop monitor , easy to use
","

  Love this extra monitor for traveling and meetings. High quality screen works great with laptops.

",5.0
229,"
Works great for work
","

  I needed a second monitor that was easy to travel with and this was the perfect thing. Easy to store. Picture quality is great. I’ve already recommended to two of my coworkers and they love it too

",5.0
230,"
Love it!
","

  I work from home and have been since 3/2020 and I needed a second monitor. Having only my computer monitor was making my computer slow especially with all the work I have to do with as many tabs. I'm very happy with my purchase. Very easy to set up and get working. I had it working within 10-15 min of opening.

",5.0
231,"
Love this monitor
","

  This monitor is very easy to connect and I have Mac Book but it connected very easily. Battery life is very good. Nice to have two screens. I highly recommend this product.

",5.0
232,"
Great picture, low sound
","

  Perfect affordable extended screen for a laptop. Sound quality is very poor. The screen protector is relatively easy to put on, just wait a few days for the bubbles to work their way out. I was initially frustrated by this and almost removed the protector, but they were gone by the third day.

",5.0
233,"
Awesome portable monitor
","

  This is an amazing product! My friends brought this on vacation to work from our rental and I immediately fell in love and purchased it. The cover is great and it is lightweight and easy to move around. So nice to have a portable monitor to move about the house easier and take up to the cabin!

",5.0
234,"
Handy and lightweight.
","

  Very handy to have during a working vacation. Screen is clear and easy to plug-n-play. I couldn’t get my AirPods to work and had to use a usb headset. All in all, it works well.

",4.0
235,"
Great for remote work
","

  This monitor is great for expanding my laptop’s screen real estate when I’m away from a fixed, multiple-monitor set-up. I was happy to discover the monitor can be powered off of my laptop’s batter via the usb port, making it rather self contained when I have to rely on hdmi rather than usb-c for video.

",5.0
236,"
Great one!
","

  Needed a portable monitor as I’m traveling so often and was tired of just a regular laptop monitor. Love my new portable one and it’s so good than I’ve been looking for.

",5.0
237,"
Awesome Multiview Monitor for Live-streaming
","

  I love this product; It's fantastic quality and reliable for my lifestreaming set up. And the thing I like most about it is I can bring the monitor with me wherever I go and use it for other purposes, like photo and video editing.I love to pack light and go, and this product makes it easy!

",5.0
238,"
Just what I needed!
","

  Excellent for productivity on the go super lightweight and beautiful. Clean picture and nkt issues with glare in a very bright room absolutely a home run for the money so far.

",5.0
239,"
Simple, convenient overall good portable montior
","

  Happy to have found this during Prime Day. I've been looking for an affordable portable monitor for a while now.  It's lightweight, easy to set up, and does what is expected.It's nice that it comes with the necessary cables, a case, and a screen protector.

",5.0
240,"
Absolutely love this monitor
","

  Great monitor, bright display.

",5.0
241,"
Ghosting
","

  Monitor surprised me with how good the quality  while watching Netflix/youtube but in gaming there's a good amount of ghosting. There's no noticable input delay though that's a plus.TL/DR: Good for the price, expect a 4* product

",4.0
242,"
Good resolution
","

  This monitor has very good resolution for my needs reviewing documents and tapping into a remote desktop. Easy to set up, light weight and portable.

",5.0
243,"
Very nice
","

  Very nice

",4.0
244,"
Wanted additional monitor
","

  I live in a motorhome full-time and needed a second monitor for my hobby - Train Sim. Don't have room for full size monitor so-o-o this model was on sale during Prime Days - decided to give it a try. Have had it only one day but seems to meet my needs of economy, small size and multiple display.

",5.0
245,"
Nice portable monitor
","

  Easy monitor to setup and use, works right away on my MacBook and Lenovo laptops.  Very portable, just as good as my extra monitors in the home office.  I use this while traveling and working since I'm used to multiple monitors.  Great value for the price.

",5.0
246,"
Fácil y util
","

  Muy buen producto, práctico, fácil de usar, de instalar. Se puede llevar fácilmente a cualquier lado y viene con varios cables para su uso

",5.0
247,"
Trash! Do not buy!
","

  Stopped working after a few months for absolutely no reason. The screen gets distorted and then shuts off. Waste of money.  Do not buy

",1.0
248,"
Exactly what I needed for work on the go
","

  Great quality monitor for the price. Perfect for remote work at different locations such as hotel rooms or different office spaces. Hooks up to all the devices I need!

",5.0
249,"
Good quality!
","

  Good quality for games!  It was a great Christmas gift my boyfriend loved!

",5.0
250,"
PERFECT Portable Monitor
","

  Came with everything needed and more! I used the USB-C to USB-C and it went flawless. This is perfect for travel when two monitors are needed to speed up work! Love this and would HIGHLY recommend it. For a portable monitor, I was surprised by how amazing the picture quality was!

",5.0
251,"
Clear Picture
","

  This monitor is great. Bought for when I travel for work, picture was super clear and was able to plug right in and start using.  A+

",5.0
252,"
Easy to use. Plug and play!
","

  Easy to connect.  Worked as good as current office set up w 2 monitors. Still able to use a port for mouse. All cables included. Instructions clear to set up 2 monitors, laptop and portable.

",5.0
253,"
Perfect size, perfect color, amazing design!
","

  I got this monitor  for my laptop. It works perfectly without any issues. Nicely packed. Received on time. Portable to carry anywhere. Package comes with a magnetic smart cover,USB -c to usb c cable, mini HDMI to HDMI cable and usb-c to usb-a cable  & adapter. I tested all this cables it works perfectly.

",5.0
254,"
Clear screen and easy to use!
","

  This monitor is fairly clear and nice to work with! I have used other monitors for work, but this one has been the best to date. The customer service team also has been great whenever I have had questions.

",5.0
255,"
Great portable monitor
","

  Bought for travel but I've used it at my desk more than a few times. Multiple options to power and great resolution. Wish I had this years ago

",5.0
256,"
good portable monitor
","

  I bought this item for my other half who is a teacher so she can carry it from room to room while at school.  She has been happy with it.

",5.0
257,"
It’s a must have if you travel for work…..
","

  Honestly, wow!!  will not disappoint if you travel for work.

",5.0
258,"
Had to have it!
","

  I love it! I bought it to watch Joseph Prince broadcasts connected to my android. I wanted it so bad, I bought it even without my wife's consent. I enjoy it so much, I'd do it again if I had to! lol!

",5.0
259,"
Using for business
","

  I am very happy with this monitor.  It has expanded my work area immensely!  Great picture and is so easy to set up.  I love having a second monitor!

",5.0
260,"
Great solution for an external screen!
","

  Screen quality is great, with built in sound!! Note that it uses external power. Great for an external screen or primary for video gaming without hogging the TV!!

",5.0
261,"
Great portable monitor
","

  Great monitor to add to my HP EliteBook laptop.  Picture quality is amazing.  I like that the image is more of a matte look, not a highly reflective - glossy look.  Very happy with the purchase.

",5.0
262,"
Awesome screen, great customer support
","

  Once I had the right adapter this thing was plug and play. Works great on my older macbook air (hence the adapter). Customer support was awesome in helping me to determine how to make it work on my older machine without needing to plug it into an electrical outlet. Highly recommend.

",5.0
263,"
Easy to use
","

  Perfect for business use. Easy hook up. Great screen.

",5.0
264,"
Everything I needed and more!
","

  This is everything and more then what I needed.  It comes with EVERYTHING you need! Great piece too!

",5.0
265,"
Perfect for at home office work
","

  Very easy setup, saw complaints about the brightness and although you can see a difference between the portable monitor and your actual laptop it isn’t as drastic as people make it seem. Absolutely perfect for an at home office job which is all I need it for.

",5.0
266,"
Typc_C  Function is very good
","

  I used Samsung Note 8 Type C to connect KYY 15.6'' Monitor . The mirror function is OK without  add external TypeC Power.  If I add external Type C power ,the monitor will charge Note8 phone.  So the Type C power is full function.  2 Way charge .

",5.0
267,"
The Portable Monitor is amazing for people who travel or game.
","

  I used this product for mostly school, and video games.  It has amazing quality for video and comes with all of the cords that you need for a quick setup.  Also, it comes with a screen protector as well as a case.  I love my purchase and would highly recommend it.

",5.0
268,"
Great!!!
","

  I use this for traveling for work and I love it! It’s big enough to not strain my eyes but small enough to haul around easily. It’s very pretty and simple enough even I (a super not tech savvy person) could set it up easily!

",5.0
269,"
Works as expected
","

  The monitor is just as advertised. Easy to set up, good image and picture quality.  Comes with all the needed cables.  The case/stand works well if on a flat surface, feels pretty sturdy.

",5.0
270,"
Amazing Product!
","

  The picture quality is great. I was not expecting it to perform so well. It is about as good as a much more expensive regular monitor.

",5.0
271,"
Perfect for working remotely
","

  great for working remotely. it's slim & compact. picture quality is good. it's a perfect 2nd screen

",5.0
272,"
Perfect for my portable office
","

  Super clear picture. Light weightEasy to pack. Allows me to have dual monitors from anywhere! Love this!

",5.0
273,"
Crystal clear
","

  I work from home and on the go and this is perfect for adding a 2nd screen.  Even used it to cast a movie while camping this weekend!

",5.0
274,"
works well with Mac mini
","

  now waiting for my lightning to HDMI adapter to see how it does with the older iPad Proan update:  works well with the Apple lightning to HDMI adapter...have used the monitor with both an older iPad Pro and an iPhone 12 mini

",5.0
275,"
Good as expected
","

  Great product and price!

",5.0
276,"
Great Portable Monitor
","

  Great portable monitor. Good picture quality and brightness. Perfect for WFH setup. Several options for power/connection and came with all of the cords and a blue light protector. Case was attached and easy to use for propping screen upright.

",5.0
277,"
Perfect for our needs
","

  Easy setup on either our MacBook Air or XPS 13 and works perfect. We just need an occasional external monitor for travel and this fit the bill.

",5.0
278,"
Great monitor at a great value
","

  This monitor has great picture quality, is lightweight and easy to use. I work remote and used this when I travel and work away from home to have dual screens and it works perfectly.  The price is lower compared to other options and the screen quality is really good.

",5.0
279,"
Great, Portable Monitor
","

  Great portable monitor I can easily pack and take along with my tablet PC.

",5.0
280,"
Light and easy to carry
","

  It's perfect for travel, it's not heavy. I can also watch my son do his homework on mirror mode while I fold laundry and he's working on his laptop. Perfect for travel or to use around the house. So happy I found this.

",5.0
281,"
Should Have Purchased this months go!
","

  Seamless and easy connection. Relying on a smaller-sized PC pushed me to get this extra monitor and I don't regret it one bit! As a student, this would have made the previous semester so much easier!

",5.0
282,"
Great Little monitor, BAD speakers.
","

  Love this monitor and how it works.  The only drawback is the speakers.  My phone (Galaxy Note 10) has a much better speaker.

",5.0
283,"
Fantastic portable monitor!
","

  Works great!  Nice and sleek!  Color quality is fantastic!  Easy to setup and use!  Definitely recommend!  So happy with our purchase!

",5.0
284,"
Simple, and works.
","

  It seems pretty great.

",5.0
285,"
Great Monitor
","

  Got the KYY 15.6 monitor for several reasons, mostly for my xbox one s as a secondary travel monitor. Couldn't be any happier with the ease of use and overall quality for the price. Definitely worth the purchase

",5.0
286,"
PORTABLE
","

  Very portable and makes a great second monitor when working from home. Feels just like I'm at the office with this monitor. It's very lightweight and exactly what I needed. Wished I had found this sooner.

",5.0
287,"
Highly recommend this product!
","

  This portable monitor is amazing. I was surprised how nice the colors are. Highly recommended! Very happy!

",5.0
288,"
Bought it for traveling. Can’t be happier!
","

  Really happy with this purchase. It gives me the freedom to work wherever I travel.

",5.0
289,"
Great for Travel
","

  I work on the road and live off my laptop. Love this monitor and how easy it is to travel with and set up with my laptop. I like that it can be powered straight from the computer rather then having another wall plug. Just all around a great product.

",5.0
290,"
perfect for work from home!
","

  got it to work on the go (in coffee shops, or when i visit someplace) and it’s been the perfect portable monitor. absolutely changed my work from home game. great quality, high resolution, and the best one for the price!

",5.0
291,"
Very good, affordable portable monitor for work
","

  Nice portable monitor, easy to transport and the screen is decent quality, and has a good brightness level. I wanted a monitor I could use on the go, and this fits the bill well.

",5.0
292,"
Works like a dream as soon as you plug in
","

  Using as a second monitor for work with my MacBook Pro and worked as soon as I took it out of the box and plugged it in which is awesome. Looks great and is nice and slim/light which will be great for travelling.

",5.0
293,"
Gets the job done
","

  Needed something portable for work since I’m now WFH. This gets the job done well. Picture is clear and small enough it fits into my work bag without taking much space at all

",5.0
294,"
Terrible
","

  Right out of the box the screen shimmers. Maybe I got a lemon but this is ridiculous.  It worked for ONE DAY

",1.0
295,"
Great product for the value!
","

  Product works awesome. Just got back from my first trip using it and having a second monitor was super helpful!Would definitely recommend!

",5.0
296,"
Great monitor for on the go!
","

  I got this monitor for my work for home station. I wanted something portable since I move from my office desk, to the kitchen, or to my friend's house. Great value for the price

",5.0
297,"
Works great!
","

  Picture is great. Use it for work to look at spreadsheets a little closer while in the field. Speakers could be better, haven't tried it in a quiet area though. I just use a bluetooth speaker

",4.0
298,"
Great buy for an extra monitor
","

  Bought for work purposes.  Hooked up to my laptop with ease. Does exactly what I need it to do. The case it came with is great. Can't wait to travel with it.

",5.0
299,"
Good quality
","

  Great build quality, large screen, comes with a magnetic cover and adapters too!

",4.0
300,"
Awesome quality, convenient portability
","

  Monitor has outstanding sound and picture quality. Exactly what I needed for working remotely in various different places. A+

",5.0
301,"
Very good  Monitor
","

  Very Nice product.  I needed a Display to HDMI adapter to make it work with my HP Probook, once I did that it came right on.  It's clear and is the right size I was looking for.  Picture Quality excellent.

",5.0
302,"
Great buy
","

  With remote work now the norm, I bought this portable screen to add to my work space. It was easy to install and I will be easily be able to work anywhere. The picture quality is great and would definitely recommend!

",5.0
303,"
Quality
","

  Super fast and great picture quality. Comes with all the connectors I needed for work.

",5.0
304,"
Perfect
","

  bought this for my son and he loves it.

",5.0
305,"
Great monitor
","

  I have been using this monitor now for the last 3 weeks.  It has worked great and I wish I would have bought one sooner.  So far so good!

",5.0
306,"
Amazing monitor for working!
","

  This is an amazing monitor. I use it every day for work. It has great quality and it easily folds up to be put away! It comes with cords and everything that is needed to use the monitor!

",5.0
307,"
Excellent portable screen makes multi-screen work easy.
","

  Great screen and a good price, nice deep color and bright for the money. Easy to connect with all the cords provided. Good sound. Love the magnetic screen cover.

",5.0
308,"
GREAT for the price. Good Bargain!
","

  I havn't tried much gaming on it but the picture quality is incredible for the price. super easy setup.

",5.0
309,"
Good external monitor
","

  Very portable, easy to set up as an extra monitor for my macbook

",5.0
310,"
Works fine
","

  Some glitch when operating, not good gor gaming.

",5.0
311,"
Great portable monitor
","

  Great quality display and size and perfect for a second work monitor while on the go. I have not noticed any delay or resolution problems. Would buy again!

",5.0
312,"
Handy portable monitor!
","

  I've been wanting a portable monitor for travel for years. This guys is exactly what I needed.

",5.0
313,"
Great Purchase!
","

  Great functionality and super convenient. It comes with all the cords you need and has made working while traveling super easy.

",5.0
314,"
Buy it! Works great for gaming and work.
","

  I bought a couple of portable monitors and returned them before this one. I highly recommend! Picture quality is great with Xbox one.

",5.0
315,"
Great Value
","

  Set up real easy, works great. Exactly what I needed/wanted and much less than I was expecting to spend

",5.0
316,"
USB monitor
","

  Great option for when I work on the road, my only concern is the cover/stand is weak and the monitor keeps falling down on the table

",5.0
317,"
Great value for its price.
","

  The picture quality is very good and very easy to set up. The protective cover is sturdy and perfect to travel with. I would highly recommend investing on this product.

",5.0
318,"
Perfect for mobile remote working
","

  Using this monitor when I need to work remotely at a location other than my home office.  Love the portability and multiple included connection options.

",5.0
319,"
Makes work-life easy!
","

  Makes working from home or on the go on a laptop so easy! Easy to install, easy to transport- very happy with product. I sent an email to all my colleagues recommending it.

",5.0
320,"
perfect for remote
","

  Very affordable and very high-quality to screen it has helped me a lot for remote work. Are use it everywhere- easy and portable.

",5.0
321,"
Can't beat the price and multiple functionality!
","

  I have this as a second pc and xbox  gaming monitor, love that it comes with everything needed plus descent quality speakers!

",5.0
322,"
Nice monitor
","

  Works great with my laptop.  Makes working from anywhere easy

",5.0
323,"
Excellent quality at an amazing price
","

  Works better than expected and even comes with a three year warranty in case anything goes wrong. It's light and the screen quality is solid.

",5.0
324,"
Better than expected
","

  Monitor is light weight and screen size is bigger than expected. Image displayed is bright and clear. This monitor definitely exceeded my expectation.

",5.0
325,"
Great second monitor
","

  Lightweight, great picture quality, and a great price point! I’ll definitely be using this as a second monitor while traveling.

",5.0
326,"
Perfect for air travel
","

  I has been perfect for on the road. light weight compact and fits in my backpack next to my laptop

",5.0
327,"
This is a great product
","

  This is a great product. I recommend this to anyone. It works great with my Mac.

",5.0
328,"
Great monitor
","

  This monitor is great. I love that it gives me options to use either a USB-C input or mini HDMI input and came with the cables to do so.

",5.0
329,"
Great
","

  Exactly what I needed to work away from my home office for a day or two

",5.0
330,"
Cord is flimsy
","

  Unfortunately the cord that plugs into this screen and the computer is very flimsy. I am already having to replace it.

",1.0
331,"
Great
","

  Great portable monitor. We use this for the Nintendo Switch and it makes playing on a bigger screen anywhere we want really convenient.

",5.0
332,"
Great, inexpensive monitor
","

  Works great out of the box as a second monitor for laptop, or as a monitor for gaming (XBOX).

",5.0
333,"
Great portable monitor!
","

  Nice, slim, portable monitor.Works great with usb c or hdmi!

",5.0
334,"
Lightweight
","

  Great monitor, make sure to follow setup instructions to get the resolution you want. Nice to use only a single cord and the stand/cover works great

",5.0
335,"
Works flawlessly
","

  Right out of the box it just works.  I've now bought 2 of these for employees and have had zero issues.

",5.0
336,"
Works great!
","

  Works great as an extra monitor! I do a lot of spread sheets and it is great to have this!

",5.0
337,"
Great
","

  Good size screen with great quality picture. The only think I am not a fan of is the is the magnetic case as the stand. It's not as secure as I would like.

",5.0
338,"
Great but just a tad pricey
","

  Great product, great package presentation and packaging. Using it with my Xbox one s to play games. Would be 5 stars if the price was any lower.

",4.0
339,"
Easy to connect with laptop or other device
","

  I just purchased this item, it connected with a laptop easily and perform well without any issues.

",5.0
340,"
Works Well!
","

  Mainly got this to use during travel, so far the display/sound works well! I'm glad it also comes with the smart cover and screen protector.

",5.0
341,"
Great for travel
","

  Easy to set up.  Good for travel when you need to work, especially when working on spreadsheets.

",5.0
342,"
10/10 Recommend
","

  Needed a second monitor for my work. Works great. Gets the job done really well. Packaging is Apple like! Love it.

",5.0
343,"
Amazing product!
","

  I absolutely love this monitor for games, my phone and work! Quick delivery and crystal clear!!

",5.0
344,"
Excellent value
","

  Great monitor,  using to extend screens for a chromebook

",5.0
345,"
great for being mobile
","

  Love the size and ease of hookup - great for traveling and being mobile.

",4.0
346,"
Nice size portable monitor, perfect for work or school.
","

  The size of the monitor and picture quality are both great. The instructions were simple and set up took minutes.

",5.0
347,"
Great for gaming
","

  Perfect for my needs. I've hooked it up to my Playstation and it works fantastic! Comes with all the cords you need out of the box.

",5.0
348,"
Would recommend
","

  Love it. Really good quality at an affordable price. Super easy to use and easy to transport while travelling

",5.0
349,"
Great for remote work
","

  So far so good, pretty soon I will be traveling around and working remotely with it. Will post updates if anything changes.

",5.0
350,"
Sleek, easy to use and functional
","

  Product was easy to set up, exactly as described, and very portable. I carried it with me throughout my travels and it worked very well.

",5.0
351,"
Solid
","

  Doesn’t 1 for 1 mirror PC monitor, one can notice slight quality changes when transition between screens but overall a good product and affordable.

",4.0
352,"
Great Option!
","

  Super easy to use with a Mac or PC, great extended display made working easier. Definitely recommend!

",5.0
353,"
great portable screen
","

  excellent product. wish it had a battery, it can run off your USB port though. very effective for traveling screens

",4.0
354,"
Great Value for this Monitor!
","

  Works on my mac using only the USB-C cable. Great Value

",5.0
355,"
Easy to use and great picture!
","

  It comes with its own display stand and also provides you with an assortment of cables to help get you connected.

",5.0
356,"
Works Great
","

  Good Price. Works as intended

",5.0
357,"
great product
","


            Your browser does not support HTML5 video.
        


   great image color and hight quality

",5.0
